info,url,more,time
Мітрапаліт Павел пракаментаваў ініцыятыву па нашэнні крыжыкаў,/be/news/20170109/1483941859-mitrapalit-pavel-prakamentavau-inicyyatyvu-pa-nashenni-kryzhykau,"Мітрапаліт Мінскі і Заслаўскі Павел, Патрыяршы Экзарх усяе Беларусі ў інтэрв'ю праграме ""Контуры"" на тэлеканале АНТ пракаментаваў ініцыятыву па нашэнні нацельных крыжыкаў.",09.01.2017
Аранжавы ўзровень небяспекі з-за маразоў захаваецца 9 студзеня,/be/news/20170108/1483867845-aranzhavy-uzroven-nebyaspeki-z-za-marazou-zahavaecca-9-studzenya,Чакаецца пераменная воблачнасць. Будзе пераважна без ападкаў.,09.01.2017
Луўр ў 2016 годзе наведала на 20% менш замежнікаў,/be/news/20170108/1483824170-luur-u-2016-godze-navedala-na-20-mensh-zamezhnikau,"Колькасць замежных турыстаў, якія наведваюць найбуйнейшыя парыжскія музеі, у 2016 годзе значна скарацілася.",08.01.2017
ЕАК: Спартыўныя аб'екты Мінска гатовы прыняць Еўрагульні-2019,/be/news/20170108/1483886836-eak-spartyunyya-abekty-minska-gatovy-prynyac-euragulni-2019,Пра гэта паведаміў сёння спартыўны дырэктар Еўрапейскіх алімпійскіх камітэтаў (ЕАК) Пірс О`Калаган.,08.01.2017
Кіраўніку Apple зрэзалі зарплату з-за зніжэння продажаў,/be/news/20170108/1483824038-kirauniku-apple-zrezali-zarplatu-z-za-znizhennya-prodazhau,Зарплаты і бонусы ўсіх кіраўнікоў вышэйшага звяна Apple былі зрэзаныя з-за зніжэння паказчыкаў па продажах і прыбытку.,08.01.2017
Тры чалавекі загінулі за суткі ў Мінскай вобласці ад пераахаладжэння,/be/news/20170108/1483886256-try-chalaveki-zaginuli-za-sutki-u-minskay-voblasci-ad-peraahaladzhennya,Пра гэта паведамілі ў Мінскім абласным упраўленні МНС.,08.01.2017
У Ерусаліме грузавік заехаў у натоўп салдат: чацвёра загінулых,/be/news/20170108/1483887338-u-erusalime-gruzavik-zaehau-u-natoup-saldat-chacvyora-zaginulyh,Яшчэ 15 чалавек атрымалі раненні.,08.01.2017
У Пакістане спыняюць працу спецыяльныя ваенныя суды,/be/news/20170108/1483823860-u-pakistane-spynyayuc-pracu-specyyalnyya-vaennyya-sudy,"Яны былі заснаваны ў 2014 годзе пасля нападу баевікоў руху ""Талібан"" на школу ў Пешавары, у выніку якога загінулі больш за 130 дзяцей.",08.01.2017
"Дызель-цягнік сутыкнуўся з ""Аўдзі"" ў Лунінецкім раёне",/be/news/20170108/1483885912-dyzel-cyagnik-sutyknuusya-z-audzi-u-lunineckim-rayone,Пра гэта паведамілі ў Брэсцкім абласным упраўленні МНС.,08.01.2017
Пратэсты з-за коштаў на бензін у Мексіцы: 6 загінулых,/be/news/20170108/1483823738-pratesty-z-za-koshtau-na-benzin-u-meksicy-6-zaginulyh,"Прэзідэнт Пенья Ньета заклікаў да спакою, заявіўшы, што павышэнне коштаў на паліва неабходна з-за росту коштаў на нафту.",08.01.2017
Ратаўнікі эвакуявалі з-за пажару 20 чалавек з мінскага інтэрната,/be/news/20170108/1483876826-ratauniki-evakuyavali-z-za-pazharu-20-chalavek-z-minskaga-internata,Пра гэта паведамілі ў Мінскім гарадскім упраўленні МНС.,08.01.2017
У Марока ў ДТЗ дзесяць чалавек згарэлі зажыва,/be/news/20170108/1483823574-u-maroka-u-dtz-dzesyac-chalavek-zgareli-zazhyva,"Адзначаецца, што яшчэ 22 чалавекі пацярпелі, атрымаўшы апёкі рознай ступені.",08.01.2017
Калядны фестываль батлеечных тэатраў пройдзе ў Мінску,/be/news/20170108/1483825635-kalyadny-festyval-batleechnyh-teatrau-proydze-u-minsku,Пра гэта паведамілі ў БПЦ.,08.01.2017
У Віцебскай вобласці тэмпература ўначы падала да мінус 34,/be/news/20170108/1483867030-minulaya-noch-u-belarusi-stala-samay-halodnay-z-pachatku-goda,Халадней за ўсё было ў пасёлку Езярышча Гарадоцкага раёна - 34 градуса ніжэй за нуль.,08.01.2017
Надзея Скардзіна выступіць у мас-старце Кубка свету па біятлоне,/be/news/20170108/1483865419-nadzeya-skardzina-vystupic-u-mas-starce-kubka-svetu-pa-biyatlone,Сёння ў нямецкім Аберхофе двума мас-стартамі завершыцца чацвёрты этап Кубка свету па біятлоне.,08.01.2017
Прарыў цеплатрасы адбыўся ў Мазыры,/be/news/20170108/1483865172-praryu-ceplatrasy-adbyusya-u-mazyry,"Без цяпла і гарачай вады засталіся жыхары шасці шматкватэрных дамоў у Мазыры, паведамілі ў МНС Беларусі.",08.01.2017
Прэзідэнт павіншаваў артыстку Марыну Неелаву з юбілеем,/be/news/20170108/1483864960-prezident-pavinshavau-artystku-marynu-neelavu-z-yubileem,Пра гэта паведамілі ў прэс-службе беларускага лідэра.,08.01.2017
Старажытнае згарэлае гарадзішча знойдзена ў Грузіі,/be/news/20170108/1483823226-starazhytnae-zgarelae-garadzishcha-znoydzena-u-gruzii,Пра гэта паведаміла Нацыянальнае агенцтва аховы культурнай спадчыны краіны ў сваім Facebook.,08.01.2017
"Жыхар Асіповічаў прысвоіў і прайграў у казіно больш за Вr4,6 тыс.",/be/news/20170108/1483825418-zhyhar-asipovichau-prysvoiu-i-praygrau-u-kazino-bolsh-za-vr46-tys,Пра гэта паведаміла афіцыйны прадстаўнік упраўлення Следчага камітэта па Магілёўскай вобласці Аксана Салянюк.,08.01.2017
"Памёр Марыу Саарэш, былы прэзідэнт і прэм'ер Партугаліі",/be/news/20170107/1483822599-pamyor-maryu-saaresh-byly-prezident-i-premer-partugalii,У суботу ва ўзросце 92 гадоў памёр былы прэзідэнт Партугаліі Марыу Саарэш.,08.01.2017
Прагноз надвор'я на 8 студзеня,/be/news/20170108/1483825063-pragnoz-nadvorya-na-8-sutdzenya,Аранжавы ўзровень небяспекі аб'яўлены ў Беларусі.,08.01.2017
Хакейная каманда Прэзідэнта Беларусі выйграла Калядны турнір,/be/news/20170107/1483813006-hakeynaya-kamanda-prezidenta-belarusi-vyygrala-kalyadny-turnir,"У фінале на ""Чыжоўка-Арэне"" гаспадары пляцоўкі абыгралі хакеістаў Фінляндыі з лікам 7: 3 (2: 0, 3: 1, 2: 2).",07.01.2017
"У Кітаі знойдзены меч, выраблены больш за 2,3 тысячы гадоў таму",/be/news/20170106/1483726092-u-kitai-znoydzeny-mech-vyrableny-bolsh-za-23-tysyachy-gadou-tamu,"Пра гэта піша газета ""Бэйцзін цынянь бао"".",07.01.2017
80% прафсаюзных пярвічак ў 2016 годзе створаны ў недзяржаўным сектары,/be/news/20170107/1483743869-80-prafsayuznyh-pyarvichak-u-2016-godze-stvorany-u-nedzyarzhaunym-sektary,Пра гэта паведаміла спецыяліст па сувязях з грамадскасцю Мінскага абласнога аб'яднання прафсаюзаў Наталля Міласердава.,07.01.2017
